Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PolicyCreation,Chrome 74.0.3729.131,This test case is used to create Policy,2019-05-03 14:39:01,2019-05-03 14:41:33,2m - 31.478s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-03 14:39:10,2019-05-03 14:39:21,10.504s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-03 14:39:11,2019-05-03 14:39:11,0.004s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-03 14:39:11,2019-05-03 14:39:11,0.004s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 74.0.3729.131,,2019-05-03 14:39:11,2019-05-03 14:39:11,0.222s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 74.0.3729.131,,2019-05-03 14:39:11,2019-05-03 14:39:11,0.132s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-03 14:39:11,2019-05-03 14:39:15,4.023s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-03 14:39:15,2019-05-03 14:39:15,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-03 14:39:15,2019-05-03 14:39:21,5.919s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-03 14:39:21,2019-05-03 14:39:21,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-03 14:39:21,2019-05-03 14:39:21,0.001s,NOT_RUN
,,,,,,
Test Cases/TC04-AccountMatching-MGA,Chrome 74.0.3729.131,This is Account Matching OF MGA,2019-05-03 14:39:21,2019-05-03 14:40:03,42.327s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-03 14:39:21,2019-05-03 14:39:21,0.001s,PASSED
delay(3),Chrome 74.0.3729.131,,2019-05-03 14:39:21,2019-05-03 14:39:24,3.004s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 74.0.3729.131,,2019-05-03 14:39:24,2019-05-03 14:39:24,0.064s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 74.0.3729.131,,2019-05-03 14:39:24,2019-05-03 14:39:24,0.066s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-03 14:39:24,2019-05-03 14:39:24,0.001s,NOT_RUN
"waitForElementVisible(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""), 4)",Chrome 74.0.3729.131,,2019-05-03 14:39:24,2019-05-03 14:39:25,0.585s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountMatchingLink""))",Chrome 74.0.3729.131,,2019-05-03 14:39:25,2019-05-03 14:39:26,0.998s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-03 14:39:26,2019-05-03 14:39:31,5.005s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/EntityType""), ""MGA"", false)",Chrome 74.0.3729.131,,2019-05-03 14:39:31,2019-05-03 14:39:31,0.121s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-03 14:39:31,2019-05-03 14:39:36,5.003s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/Entity""), ""NEW MGA"", false)",Chrome 74.0.3729.131,,2019-05-03 14:39:36,2019-05-03 14:39:36,0.095s,PASSED
"waitForElementClickable(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""), 5)",Chrome 74.0.3729.131,,2019-05-03 14:39:36,2019-05-03 14:39:36,0.063s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/ClickGoButton""))",Chrome 74.0.3729.131,,2019-05-03 14:39:36,2019-05-03 14:39:37,1.304s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-03 14:39:37,2019-05-03 14:39:38,0.834s,PASSED
"selectOptionByLabel(findTestObject(""TC04-AccountMatching-MGA/SelectAccount""), ""ComissionOnly -- Allocated -- NEW MGA CommAccount -- USD"", false)",Chrome 74.0.3729.131,,2019-05-03 14:39:38,2019-05-03 14:39:38,0.113s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-03 14:39:38,2019-05-03 14:39:43,5.001s,PASSED
"setText(findTestObject(""TC04-AccountMatching-MGA/Acc_Matching_PolicyNo_TextBox""), MTA_Policy_No)",Chrome 74.0.3729.131,,2019-05-03 14:39:43,2019-05-03 14:39:44,0.263s,PASSED
"sendKeys(findTestObject(""TC04-AccountMatching-MGA/Acc_Matching_PolicyNo_TextBox""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-03 14:39:44,2019-05-03 14:39:44,0.046s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-03 14:39:44,2019-05-03 14:39:49,5.005s,PASSED
"waitForElementClickable(findTestObject(""TC04-AccountMatching-MGA/CheckBox""), 5)",Chrome 74.0.3729.131,,2019-05-03 14:39:49,2019-05-03 14:39:49,0.093s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/CheckBox""))",Chrome 74.0.3729.131,,2019-05-03 14:39:49,2019-05-03 14:39:49,0.116s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-03 14:39:49,2019-05-03 14:39:53,4.003s,PASSED
"MGA_Comission_Amount = getText(findTestObject(""TC04-AccountMatching-MGA/MGA_Amount""))",Chrome 74.0.3729.131,,2019-05-03 14:39:53,2019-05-03 14:39:53,0.082s,PASSED
MGA_Comm_Amt = subString.FatchSubstringValue.SubString(MGA_Comission_Amount),Chrome 74.0.3729.131,,2019-05-03 14:39:53,2019-05-03 14:39:53,0.015s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-03 14:39:53,2019-05-03 14:39:57,4.002s,PASSED
