Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TrialBalance,Chrome 74.0.3729.131,,2019-05-15 18:24:08,2019-05-15 18:25:48,1m - 40.337s,FAILED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-15 18:24:16,2019-05-15 18:24:26,9.476s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-15 18:24:16,2019-05-15 18:24:16,0.003s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-15 18:24:16,2019-05-15 18:24:16,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-15 18:24:16,2019-05-15 18:24:17,0.353s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-15 18:24:17,2019-05-15 18:24:17,0.102s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-15 18:24:17,2019-05-15 18:24:21,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-15 18:24:21,2019-05-15 18:24:21,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-15 18:24:21,2019-05-15 18:24:26,4.773s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:26,0.003s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:26,0.001s,NOT_RUN
,,,,,,
Test Cases/TC12-TrialBalance-Insurer,Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:25:08,42.206s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:26,0.048s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/Report""), 4)",Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:26,0.041s,PASSED
"click(findTestObject(""TC11-TrialBalance/Report""))",Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:26,0.078s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 18:24:26,2019-05-15 18:24:30,4.004s,PASSED
"scrollToElement(findTestObject(""TC11-TrialBalance/TrialBalance""), 4)",Chrome 74.0.3729.131,,2019-05-15 18:24:30,2019-05-15 18:24:30,0.048s,PASSED
"click(findTestObject(""TC11-TrialBalance/TrialBalance""))",Chrome 74.0.3729.131,,2019-05-15 18:24:30,2019-05-15 18:24:32,1.981s,PASSED
waitForJQueryLoad(4),Chrome 74.0.3729.131,,2019-05-15 18:24:32,2019-05-15 18:24:33,0.603s,PASSED
"selectOptionByLabel(findTestObject(""TC11-TrialBalance/SelectCurrency""), ""USD"", false)",Chrome 74.0.3729.131,,2019-05-15 18:24:33,2019-05-15 18:24:33,0.111s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 18:24:33,2019-05-15 18:24:37,4.003s,PASSED
"click(findTestObject(""TC11-TrialBalance/SelectEntity""))",Chrome 74.0.3729.131,,2019-05-15 18:24:37,2019-05-15 18:24:37,0.135s,PASSED
delay(4),Chrome 74.0.3729.131,,2019-05-15 18:24:37,2019-05-15 18:24:41,4.004s,PASSED
"setText(findTestObject(""TC11-TrialBalance/TypeEntityName""), ""New Insurer"")",Chrome 74.0.3729.131,,2019-05-15 18:24:41,2019-05-15 18:24:41,0.254s,PASSED
"sendKeys(findTestObject(""TC11-TrialBalance/TypeEntityName""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-15 18:24:41,2019-05-15 18:24:41,0.051s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-15 18:24:41,2019-05-15 18:24:46,5.004s,PASSED
"scrollToElement(findTestObject(""TC12-TrialBalance-Insurer/InsurerCreditor""), 4)",Chrome 74.0.3729.131,,2019-05-15 18:24:46,2019-05-15 18:24:46,0.047s,PASSED
"click(findTestObject(""TC12-TrialBalance-Insurer/InsurerCreditor""))",Chrome 74.0.3729.131,,2019-05-15 18:24:46,2019-05-15 18:24:48,1.336s,PASSED
