Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
InsurerAccountMatching,Chrome 73.0.3683.103,This is Insurer Account matching,2019-04-17 16:29:15,2019-04-17 16:30:50,1m - 35.001s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.103,,2019-04-17 16:29:22,2019-04-17 16:29:33,10.754s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 16:29:23,2019-04-17 16:29:23,0.007s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.103,,2019-04-17 16:29:23,2019-04-17 16:29:23,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.103,,2019-04-17 16:29:23,2019-04-17 16:29:23,0.219s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.103,,2019-04-17 16:29:23,2019-04-17 16:29:23,0.150s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-17 16:29:23,2019-04-17 16:29:27,4.021s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 16:29:27,2019-04-17 16:29:27,0.000s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-17 16:29:27,2019-04-17 16:29:33,6.158s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 16:29:33,2019-04-17 16:29:33,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.103,,2019-04-17 16:29:33,2019-04-17 16:29:33,0.001s,NOT_RUN
,,,,,,
Test Cases/TC08-AccountMatching-Insurer,Chrome 73.0.3683.103,This is Account Matching Broker,2019-04-17 16:29:33,2019-04-17 16:30:11,38.130s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 16:29:34,2019-04-17 16:29:34,0.002s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-17 16:29:34,2019-04-17 16:29:37,3.004s,PASSED
"scrollToElement(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""), 5)",Chrome 73.0.3683.103,,2019-04-17 16:29:37,2019-04-17 16:29:37,0.042s,PASSED
"click(findTestObject(""TC04-AccountMatching-MGA/AccountManagement""))",Chrome 73.0.3683.103,,2019-04-17 16:29:37,2019-04-17 16:29:37,0.060s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-17 16:29:37,2019-04-17 16:29:37,0.001s,NOT_RUN
