Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MTA Policy,Chrome 74.0.3729.131,This test Case MTA Existing Policy,2019-05-07 12:46:39,2019-05-07 12:49:00,2m - 21.053s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.131,,2019-05-07 12:47:13,2019-05-07 12:47:27,13.998s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,2019-05-07 12:47:13,2019-05-07 12:47:13,0.003s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.131,,2019-05-07 12:47:13,2019-05-07 12:47:13,0.011s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), username)",Chrome 74.0.3729.131,,2019-05-07 12:47:13,2019-05-07 12:47:15,1.621s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), password)",Chrome 74.0.3729.131,,2019-05-07 12:47:15,2019-05-07 12:47:15,0.254s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-07 12:47:15,2019-05-07 12:47:19,4.021s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,2019-05-07 12:47:19,2019-05-07 12:47:19,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.131,,2019-05-07 12:47:19,2019-05-07 12:47:27,7.743s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:47:27,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:47:27,0.000s,NOT_RUN
,,,,,,
Test Cases/TC03-MTA,Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:48:59,1m - 32.263s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:47:27,0.000s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:47:27,0.127s,PASSED
"click(findTestObject(""TC03-MTA/PolicyRecord""))",Chrome 74.0.3729.131,,2019-05-07 12:47:27,2019-05-07 12:47:30,2.840s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-07 12:47:30,2019-05-07 12:47:30,0.526s,PASSED
"setText(findTestObject(""TC03-MTA/SearchFields""), PolicyNo_Global)",Chrome 74.0.3729.131,,2019-05-07 12:47:30,2019-05-07 12:47:30,0.002s,NOT_RUN
"setText(findTestObject(""TC03-MTA/SearchFields""), MTA_PolicyNo)",Chrome 74.0.3729.131,,2019-05-07 12:47:30,2019-05-07 12:47:31,0.328s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.131,,2019-05-07 12:47:31,2019-05-07 12:47:35,4.003s,PASSED
"sendKeys(findTestObject(""TC03-MTA/SearchFields""), Keys.chord(ENTER))",Chrome 74.0.3729.131,,2019-05-07 12:47:35,2019-05-07 12:47:35,0.056s,PASSED
delay(5),Chrome 74.0.3729.131,,2019-05-07 12:47:35,2019-05-07 12:47:40,5.002s,PASSED
"click(findTestObject(""TC03-MTA/ClickEdit""))",Chrome 74.0.3729.131,,2019-05-07 12:47:40,2019-05-07 12:47:43,3.199s,PASSED
delay(2),Chrome 74.0.3729.131,,2019-05-07 12:47:43,2019-05-07 12:47:45,2.002s,PASSED
"click(findTestObject(""TC03-MTA/MTA TAB""))",Chrome 74.0.3729.131,,2019-05-07 12:47:45,2019-05-07 12:47:47,1.792s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-07 12:47:47,2019-05-07 12:47:47,0.537s,PASSED
"click(findTestObject(""TC03-MTA/GO BUTTON""))",Chrome 74.0.3729.131,,2019-05-07 12:47:47,2019-05-07 12:47:54,7.075s,PASSED
waitForJQueryLoad(5),Chrome 74.0.3729.131,,2019-05-07 12:47:54,2019-05-07 12:47:56,1.598s,PASSED
"selectOptionByLabel(findTestObject(""TC03-MTA/MTA Resons Type""), ""Reason Description MTA"", false)",Chrome 74.0.3729.131,,2019-05-07 12:47:56,2019-05-07 12:47:56,0.188s,PASSED
