Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Claim,Chrome 74.0.3729.108,,2019-04-25 14:45:43,2019-04-25 14:46:58,1m - 15.833s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 74.0.3729.108,,2019-04-25 14:46:15,2019-04-25 14:46:33,17.693s,PASSED
"openBrowser("""")",Chrome 74.0.3729.108,,2019-04-25 14:46:16,2019-04-25 14:46:16,0.005s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 74.0.3729.108,,2019-04-25 14:46:16,2019-04-25 14:46:16,0.001s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 74.0.3729.108,,2019-04-25 14:46:16,2019-04-25 14:46:16,0.512s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 74.0.3729.108,,2019-04-25 14:46:16,2019-04-25 14:46:16,0.238s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 74.0.3729.108,,2019-04-25 14:46:16,2019-04-25 14:46:20,4.037s,PASSED
maximizeWindow(),Chrome 74.0.3729.108,,2019-04-25 14:46:20,2019-04-25 14:46:20,0.003s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 74.0.3729.108,,2019-04-25 14:46:20,2019-04-25 14:46:33,12.326s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 74.0.3729.108,,2019-04-25 14:46:33,2019-04-25 14:46:33,0.000s,NOT_RUN
log.logInfo(“Dipak”),Chrome 74.0.3729.108,,2019-04-25 14:46:33,2019-04-25 14:46:33,0.000s,NOT_RUN
,,,,,,
Test Cases/TC10-ClaimManagement,Chrome 74.0.3729.108,This Test Case is used to claim management.,2019-04-25 14:46:33,2019-04-25 14:46:57,24.474s,PASSED
delay(3),Chrome 74.0.3729.108,,2019-04-25 14:46:33,2019-04-25 14:46:36,3.007s,PASSED
"click(findTestObject(""TC10-Claim/Claims""))",Chrome 74.0.3729.108,,2019-04-25 14:46:36,2019-04-25 14:46:37,0.431s,PASSED
delay(4),Chrome 74.0.3729.108,,2019-04-25 14:46:37,2019-04-25 14:46:41,4.003s,PASSED
