Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MTA Policy,Chrome 73.0.3683.103,This test Case MTA Existing Policy,2019-04-17 17:16:29,2019-04-17 17:19:36,3m - 6.170s,PASSED
,,,,,,
Test Cases/TC01-LoginApplication,Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:46,9.914s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:36,0.005s,NOT_RUN
"navigateToUrl(""https://dev.offshoresoftwaresolutions.net/markit_coreV2/Sites/CoreTest/login/admin_display"")",Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:36,0.003s,NOT_RUN
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_username""), ""dDasTester"")",Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:36,0.207s,PASSED
"setText(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/input_Login to your account_password""), ""Czybm6R*"")",Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:36,0.162s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-17 17:16:36,2019-04-17 17:16:40,4.021s,PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-17 17:16:40,2019-04-17 17:16:40,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/TC-LoginApplication/Page_Markit core new  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-17 17:16:40,2019-04-17 17:16:46,5.332s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 17:16:46,2019-04-17 17:16:46,0.001s,NOT_RUN
log.logInfo(“Dipak”),Chrome 73.0.3683.103,,2019-04-17 17:16:46,2019-04-17 17:16:46,0.001s,NOT_RUN
,,,,,,
Test Cases/TC03-MTA,Chrome 73.0.3683.103,,2019-04-17 17:16:46,2019-04-17 17:18:14,1m - 28.097s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 73.0.3683.103,,2019-04-17 17:16:46,2019-04-17 17:16:46,0.001s,PASSED
waitForJQueryLoad(5),Chrome 73.0.3683.103,,2019-04-17 17:16:46,2019-04-17 17:16:47,1.569s,PASSED
"click(findTestObject(""TC03-MTA/PolicyRecord""))",Chrome 73.0.3683.103,,2019-04-17 17:16:47,2019-04-17 17:16:49,1.359s,PASSED
waitForJQueryLoad(5),Chrome 73.0.3683.103,,2019-04-17 17:16:49,2019-04-17 17:16:50,1.587s,PASSED
"setText(findTestObject(""TC03-MTA/SearchFields""), PolicyNo_Global)",Chrome 73.0.3683.103,,2019-04-17 17:16:50,2019-04-17 17:16:50,0.001s,NOT_RUN
"setText(findTestObject(""TC03-MTA/SearchFields""), MTA_PolicyNo)",Chrome 73.0.3683.103,,2019-04-17 17:16:50,2019-04-17 17:16:51,0.232s,PASSED
"delay(4, STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-17 17:16:51,2019-04-17 17:16:55,4.004s,PASSED
"sendKeys(findTestObject(""TC03-MTA/SearchFields""), Keys.chord(ENTER))",Chrome 73.0.3683.103,,2019-04-17 17:16:55,2019-04-17 17:16:55,0.074s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-17 17:16:55,2019-04-17 17:17:00,5.004s,PASSED
"click(findTestObject(""TC03-MTA/ClickEdit""))",Chrome 73.0.3683.103,,2019-04-17 17:17:00,2019-04-17 17:17:02,2.128s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-17 17:17:02,2019-04-17 17:17:04,2.005s,PASSED
"click(findTestObject(""TC03-MTA/MTA TAB""))",Chrome 73.0.3683.103,,2019-04-17 17:17:04,2019-04-17 17:17:05,1.325s,PASSED
waitForJQueryLoad(5),Chrome 73.0.3683.103,,2019-04-17 17:17:05,2019-04-17 17:17:06,1.033s,PASSED
"click(findTestObject(""TC03-MTA/GO BUTTON""))",Chrome 73.0.3683.103,,2019-04-17 17:17:06,2019-04-17 17:17:14,7.964s,PASSED
waitForJQueryLoad(5),Chrome 73.0.3683.103,,2019-04-17 17:17:14,2019-04-17 17:17:15,1.122s,PASSED
"selectOptionByLabel(findTestObject(""TC03-MTA/MTA Resons Type""), ""Reason Description MTA"", false)",Chrome 73.0.3683.103,,2019-04-17 17:17:15,2019-04-17 17:17:15,0.157s,PASSED
"setText(findTestObject(""TC03-MTA/MTAReasonTextArea""), ""Only For Testing Purpose."")",Chrome 73.0.3683.103,,2019-04-17 17:17:15,2019-04-17 17:17:16,0.137s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-17 17:17:16,2019-04-17 17:17:21,5.003s,PASSED
"click(findTestObject(""TC03-MTA/MTAResonsSaveButton""))",Chrome 73.0.3683.103,,2019-04-17 17:17:21,2019-04-17 17:17:24,3.453s,PASSED
delay(4),Chrome 73.0.3683.103,,2019-04-17 17:17:24,2019-04-17 17:17:28,4.004s,PASSED
"click(findTestObject(""TC03-MTA/EditRiskItemListing""))",Chrome 73.0.3683.103,,2019-04-17 17:17:28,2019-04-17 17:17:31,2.600s,PASSED
"selectOptionByLabel(findTestObject(""TC-CreatePolicy/RiskDetails/Type""), ""Duplex"", false)",Chrome 73.0.3683.103,,2019-04-17 17:17:31,2019-04-17 17:17:31,0.196s,PASSED
"clearText(findTestObject(""TC-CreatePolicy/RiskDetails/SumInsurreTextBox""))",Chrome 73.0.3683.103,,2019-04-17 17:17:31,2019-04-17 17:17:31,0.077s,PASSED
"setText(findTestObject(""TC-CreatePolicy/RiskDetails/SumInsurreTextBox""), ""4000"")",Chrome 73.0.3683.103,,2019-04-17 17:17:31,2019-04-17 17:17:31,0.102s,PASSED
